Gene	Matched_Count	Total_Count	Mismatches
CLECL1	21	28	LINC02390,LINC02390,LINC02390,LINC02390,LINC02390,LINC02390,LINC02390
SVIL	89	452	PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,PTCHD3P1,SVIL-AS1,CHS.166228,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,MIR604,LOC124902571,MIR938,CKS1BP2,RNU6-908P,SVIL-AS1,SVIL-AS1,SVIL-AS1,SVIL-AS1,SVIL-AS1,SVIL-AS1,SVIL-AS1,SVIL-AS1,SVIL-AS1,SVIL-AS1
ADIPOQ	55	110	ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1
SH3YL1	116	116	None
AR	135	135	None
TUBB2B	42	66	TUBB2A,TUBB2A,TUBB2A,LOC105374889,TUBB2BP1,TUBB2A,LOC105374889,TUBB2BP1,TUBB2A,LOC105374889,TUBB2BP1,TUBB2BP1,LOC100422781,LOC100422781,LOC100422781,LOC100422781,LOC100422781,LOC100422781,LOC100422781,LOC100422781,LOC100422781,LOC100422781,TUBB3,TUBB4A
IGSF6	27	94	RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,RNU6-1005P,RNU6-196P,METTL9,METTL9,METTL9,METTL9,METTL9,METTL9,METTL9,METTL9
TNFRSF17	21	42	NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2,NPIPB2
CD163	100	195	LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870,LOC124902870
SMAP2	86	90	CHS.1334,CHS.1334,CHS.1334,CHS.1334
ERN1	77	77	None
MMRN2	35	75	SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,SNCG,ADIRF,ADIRF-AS1,SNCG,ADIRF,ADIRF-AS1,SNCG,ADIRF,ADIRF-AS1,SNCG,ADIRF,ADIRF-AS1,SNCG,ADIRF,ADIRF-AS1,SNCG,ADIRF,ADIRF-AS1,SNCG,SNCG
FAM107B	121	305	LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC105376429,RNA5SP302,RPSAP7,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381,LOC124902381
FAM49A	0	45	CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA,CYRIA
C1QA	20	22	C1QC,C1QC
CCR7	33	33	None
TRAF4	32	33	LOC100420513
CTSG	12	12	None
DST	120	174	DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1,RPL17P26,RNU6-626P,DST-AS1
CAVIN2	24	31	DNAJB1P1,DNAJB1P1,DNAJB1P1,TMEFF2,DNAJB1P1,CHS.31675,TMEFF2
HMGA1	32	84	HMGA1P2,ANKRD17,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,LOC124901225,MIR6835,MIR6835,MIR6835,MIR6835,MIR6835,MIR6835,MIR6835,HMGA1P3,HMGA1P1
SPIB	32	32	None
FASN	35	65	SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134,SNORD134
MYBPC1	100	291	CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566,LOC105369937,CHS.12566
LTB	7	7	None
TIMP4	12	24	SYN2,SYN2,SYN2,SYN2,SYN2,SYN2,SYN2,SYN2,SYN2,SYN2,SYN2,SYN2
AVPR1A	25	45	CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853,CHS.132853
PGR	91	142	PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1,PGR-AS1
SFRP4	25	31	EPDR1,CHS.50389,EPDR1,CHS.50389,EPDR1,CHS.50389
AGR3	21	40	RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1,RAD17P1
FOXC2	7	14	FOXC2-AS1,FOXC2-AS1,FOXC2-AS1,FOXC2-AS1,FOXC2-AS1,FOXC2-AS1,FOXC2-AS1
TRAC	11	11	None
RAPGEF3	88	215	SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,RPAP3-DT,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,SLC48A1,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,RPAP3-DT,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1,SLC48A1
CD69	42	42	None
